1,0.0
240.42,0.64
316.14,0.89
552.40,1.25
790.21,1.39
1191.50,1.49
1583.33,1.54
2387.40,1.61
3139.26,1.65
3957.64,1.69
5543.42,1.72
7929.86,1.78
11956.92,1.85
15888.94,1.91
23706.94,2.01
39715.58,2.12
55046.43,2.16
78743.91,2.19
99271.99,2.22
200000,2.3
